id,value
id_162,64.99570473293502
id_163,16.822205432278423
id_164,34.57139376957376
id_165,24.87392378492899
id_166,21.745478619117257
id_167,2.0775070222807934
id_168,67.71070433084866
id_169,14.930674184008135
id_170,15.835083105593984
id_171,72.60135554579351
id_172,21.73925064727384
id_173,2.3629309200009003
id_174,23.50874651967039
id_175,2.0601883119157156
id_176,8.46860125856601
id_177,20.089868958411618
id_178,20.024238754552115
id_179,25.41500807075493
id_180,43.971928505299324
id_181,32.402973400009834
id_182,28.69251190107522
id_183,12.63123590083234
id_184,6.308163504730493
id_185,42.8460259176962
id_186,35.40007280022416
id_187,34.624058602700316
id_188,15.902550722339742
id_189,23.180699605469027
id_190,12.922616318362998
id_191,15.600425371713447
id_192,31.38425324013496
id_193,73.23094478016083
id_194,29.13642016091924
id_195,11.68627944918849
id_196,64.37153023904614
id_197,16.84195307584529
id_198,19.219071780766374
id_199,20.715409724753293
id_200,137.11554017018918
id_201,25.03645707920431
id_202,58.98190543817634
id_203,7.006513423663828
id_204,59.77652421563499
id_205,34.98902382617835
id_206,14.504572089623478
id_207,14.16614686985991
id_208,61.16706953499792
id_209,14.429227376779687
id_210,35.427173982105245
id_211,70.43217299174687
id_212,17.639101458909444
id_213,97.30001477288411
id_214,41.51577749900664
id_215,74.8502760384922
id_216,97.47612677046106
id_217,73.64892294315949
id_218,26.5124073883573
id_219,19.740559857056002
id_220,31.42281792965279
id_221,53.59424871576746
id_222,27.785997526326636
id_223,37.77800583170495
id_224,43.78427768300574
id_225,9.07119493097403
id_226,3.855213289099946
id_227,87.86645367270972
id_228,30.917419702989022
id_229,0.9981296031622899
id_230,40.00997202178295
id_231,16.002803110051573
id_232,22.15786979574168
id_233,7.352088387949058
id_234,13.268979592782184
id_235,24.26359862508806
id_236,13.57035577748773
id_237,5.033721367157066
id_238,22.267996926300288
id_239,12.396228461254243
