id,value
id_107,9.328644425126127
id_108,16.331768994014386
id_109,15.263411973371417
id_110,12.213194836827267
id_111,15.0248486450317
id_112,16.55639444467631
id_113,25.65175893397246
id_114,16.762994874769387
id_115,17.259972001117738
id_116,5.491557519617319
id_117,43.20897730728446
id_118,25.924257295548387
id_119,2.3053358166408127
id_120,2.487811968012446
id_121,10.651795836431758
id_122,11.942138158914926
id_123,12.089578943380381
id_124,7.995392029653258
id_125,24.994963753760583
id_126,21.008733516106425
id_127,8.056447116637267
id_128,18.641998816290975
id_129,9.88009502745207
id_130,0.39349355900365657
id_131,34.40070573914312
id_132,14.30839574944969
id_133,16.749096762755528
id_134,25.095544251766086
id_135,23.40551155123457
id_136,10.033663294491866
id_137,22.49536068341742
id_138,81.96009449456972
id_139,58.847202101587705
id_140,27.632151904088992
id_141,16.53660644021341
id_142,24.87970466624009
id_143,7.212335085290324
id_144,12.4379600218414
id_145,11.33856236824366
id_146,19.16632620995876
id_147,7.158428076268355
id_148,11.300125129839198
id_149,15.35240028778669
id_150,46.31741845744458
id_151,19.441622613403627
id_152,22.63620663208949
id_153,13.931300657614946
id_154,14.536734653901139
id_155,23.123599925082974
id_156,21.03662380850619
id_157,37.54409642940069
id_158,4.323519243510571
id_159,22.171433385651614
id_160,40.38895775194778
id_161,19.33923570454314
id_162,65.3155079241867
id_163,16.216829447388
id_164,34.67523878592058
id_165,23.639958271519966
id_166,21.48453724757921
id_167,1.2753068552118036
id_168,69.79478034223362
id_169,15.119443658770441
id_170,15.285521076162285
id_171,71.91319270220724
id_172,19.57604078565769
id_173,2.4379747149274693
id_174,23.84265278937745
id_175,0.38371850491323667
id_176,8.884482351474638
id_177,18.6562085889678
id_178,19.296368925613063
id_179,25.804036457741034
id_180,43.891897361077106
id_181,32.42047539798132
id_182,28.470041323066873
id_183,13.509743080119746
id_184,6.294932748784259
id_185,42.48629715836541
id_186,36.27477357745622
id_187,36.18689735847361
id_188,17.655753273924667
id_189,23.757708274653087
id_190,15.684021460223668
id_191,15.353894174470552
id_192,31.55020149733835
id_193,68.68443594959194
id_194,27.677209341134898
id_195,11.124007141169649
id_196,63.68160487971775
id_197,16.99640895429509
id_198,21.149111220854042
id_199,20.461309110641047
id_200,141.08636494645722
id_201,24.394058047570052
id_202,60.164230787662184
id_203,8.909772220107499
id_204,60.03949797529585
id_205,36.79777292279665
id_206,15.70748314689455
id_207,15.511303012706568
id_208,62.981973899130665
id_209,14.827163319302839
id_210,40.34003822655499
id_211,71.63291630681978
id_212,19.21152654930267
id_213,104.06708954329636
id_214,42.245233305158166
id_215,74.6734283306761
id_216,96.3442536921538
id_217,75.24762546359011
id_218,28.206304112728297
id_219,20.604553112282108
id_220,31.467756203837602
id_221,53.22633202480185
id_222,27.859971093023404
id_223,38.90546949247689
id_224,43.749036551905874
id_225,9.87145682137515
id_226,4.477908611243223
id_227,82.19380540174025
id_228,30.846546934004618
id_229,-0.7657001291251224
id_230,40.22364631438729
id_231,16.571128547138517
id_232,21.46185858892172
id_233,7.750473687675466
id_234,16.264398189614393
id_235,26.99537162570418
id_236,13.566603197622404
id_237,5.698229032962022
id_238,22.839413556215614
id_239,11.940205484537294
