,0
283,27.327429669868256
284,21.179919029249817
285,18.53079787953714
286,26.2964884222723
287,23.969027895711175
288,17.65944847670092
289,29.152137478145463
290,28.2183797493031
291,33.9608326410319
292,23.33409555990465
293,14.840643477534641
294,21.64166728591728
295,22.309956092397922
296,27.848024034661464
297,22.793512906326846
298,23.61399837027251
299,22.14323713943423
300,24.85448529519436
301,32.684501230974455
302,37.58565737135214
303,32.89267284483353
304,28.863339108691793
305,21.17410988553689
306,24.594764175813943
307,25.337215085038427
308,23.83052287416637
309,19.42909156978304
310,14.491291334569024
311,22.55522945727909
312,32.295929224450276
313,25.117104644754022
314,15.560261709148167
315,11.494184346035366
316,18.579951406440436
317,22.124123101360006
318,21.376482424391934
319,22.090501558639414
320,32.898907897436494
321,35.98316441303471
322,41.18852006581065
323,56.83813638905233
324,61.17542247168748
325,66.05226312148633
326,58.677546599488366
327,58.859685229767564
328,65.85658950758489
329,63.52697345299121
330,53.75544970020695
331,46.88793166759567
332,46.94138067477359
333,54.769244798424346
334,51.04700510060629
335,56.56969461257878
336,60.63589841290497
337,57.645843075129534
338,49.16849721847444
339,36.91062668098768
340,36.131013991516355
341,27.823905674113856
342,37.76878690338808
343,43.840589414540716
344,38.711782508215016
345,27.814758931358128
346,19.825749216226942
347,19.089761507902605
348,25.633951926305997
349,25.383272545703772
350,18.531838729213373
351,22.603312841822287
352,22.56976270323381
353,23.155791129029264
354,16.35032157425132
355,8.242575988787882
356,9.466058357993818
357,9.691032893467986
358,17.749877146939784
359,24.427300833365997
360,28.780047297197257
361,26.88385463581439
362,20.02195667712813
363,15.353463571828993
364,18.54382383885628
365,23.624589644233655
366,28.543959233153352
367,24.670654174801673
368,18.059162501629213
369,13.004507092506536
370,11.211524415234532
371,20.972572023929686
372,29.86947192599663
373,34.39974892857023
374,34.858889484261525
375,31.71605415711738
376,32.592649105322025
377,30.615252784201054
378,24.467551156295492
379,20.158212427849968
380,22.068879214255322
381,27.81758788873717
382,24.592645783322688
383,28.635576577630186
384,28.8904449298196
385,18.90913205925608
386,14.4586456275149
387,16.827408971503118
388,24.99379250559548
389,24.991951548709714
390,22.798031151934637
391,21.385516277872963
392,21.92855585900456
393,23.305465491534363
394,15.76613816728422
395,10.203199543239055
396,10.473965465950767
397,15.470142447727847
398,15.022915167774181
399,6.353667355414739
400,4.029225136893002
401,10.530898446493792
402,10.138843640723374
403,4.747788441968668
404,2.071222275155312
405,4.033722893497097
406,6.022458818476868
407,4.732155788316692
408,5.562200421390783
409,5.7757825903940105
410,13.878564150893697
411,17.917114193042416
412,17.266485254779077
413,12.399429833194556
414,5.652548116222433
415,16.180511733723243
416,28.419271190577245
417,30.521601832587066
418,29.934560156964913
419,29.897745833745763
420,34.91256712396581
421,31.675030779034827
422,28.891970469659523
423,34.367875125906934
424,35.13705369039512
425,33.60070491607443
426,21.49927727920665
427,21.932155280088605
428,16.21488256512676
429,16.491486544805063
430,18.796397902592478
431,14.289672407007235
432,23.533879877799677
433,19.765639502010682
434,22.81979290241846
435,24.51205841057743
436,21.274120815302638
437,29.09618340193914
438,29.81817366405295
439,33.0654912778079
440,24.46726280659161
441,19.25460588450149
442,22.00586141242345
443,20.443574526839445
444,18.263190297001156
445,20.485566848151365
446,25.955416681555004
447,18.086873771119237
448,10.565446225998315
449,3.6797095599128102
450,8.84274108497835
451,11.552722238216086
452,4.440060709340644
453,3.228541889649943
454,1.4115967997103631
455,4.571981575499396
456,0.6029187819182859
457,0.9116409456680514
458,1.4716043603588616
459,4.290156382332052
460,4.097729263458675
461,9.640536493720871
462,9.879701539940777
463,10.191128351535552
464,6.192649144936871
465,2.7731817585349217
466,5.08168075508104
467,9.935459440705541
468,25.254485070689004
469,37.56957937647326
